shopper_id,seniority,found_rate,picking_speed,accepted_rate,rating
0a465867365796ef2a289aae1df7c777,41dc7c9e385c4d2b6c1f7836973951bf,0.874,1.92,0.96,4.92
56826790be20c63828d775dfced45380,6c90661e6d2c7579f5ce337c3391dbb9,0.875,1.44,1.0,4.96
b0f2a8d730aaab12e05dd80a3e39c5c3,6c90661e6d2c7579f5ce337c3391dbb9,0.8734,1.39,0.88,4.56
32cee31f8f74a1573a8e07fc90d456b9,50e13ee63f086c2fe84229348bc91b5b,,2.19,0.8,
cdd00542c80fbbbca6c5d5896e4bb2f3,6c90661e6d2c7579f5ce337c3391dbb9,0.8951,1.55,1.0,4.33
49d7afb6d1690a17bf4eac837535b384,50e13ee63f086c2fe84229348bc91b5b,0.8591,1.68,0.6,4.88
6cf339c24a123cce6c880b191c89890f,41dc7c9e385c4d2b6c1f7836973951bf,0.8454,1.78,0.88,4.85
8dc9ab2f81b2cd025e64560d0e86f9ac,6c90661e6d2c7579f5ce337c3391dbb9,0.9112,1.23,0.88,5.0
b565a0f2f91256859059c8b9e931765b,6c90661e6d2c7579f5ce337c3391dbb9,0.8042,1.45,0.96,4.92
cdeb7cc1d0641c472a8218a46e732e64,41dc7c9e385c4d2b6c1f7836973951bf,0.8638,3.0,1.0,4.96
c17a080da39b996100228b084ce1deae,6c90661e6d2c7579f5ce337c3391dbb9,0.8706,1.11,0.88,4.72
588282cbd6354079db19206abbdeee15,50e13ee63f086c2fe84229348bc91b5b,0.8969,1.08,0.8,4.84
9cf7ed9a0a1085713af31f03684dd90a,50e13ee63f086c2fe84229348bc91b5b,0.8696,3.77,1.0,4.76
c9254fcff2b3ce2013ed9b3060cab654,6c90661e6d2c7579f5ce337c3391dbb9,0.8601,1.79,0.92,4.96
97e0a3808cf7080b24833df183865280,6c90661e6d2c7579f5ce337c3391dbb9,0.9034,1.55,1.0,4.8
d54402197f06867bd4fb7db02d46b342,50e13ee63f086c2fe84229348bc91b5b,0.808,2.58,0.84,4.6
38e5ca5dd95debadc4f1c27fae3a1de8,6c90661e6d2c7579f5ce337c3391dbb9,0.8941,1.5,0.96,4.88
61590835443d52ace20c272d96979107,50e13ee63f086c2fe84229348bc91b5b,0.8916,2.23,0.76,4.84
7d343011a5987bf239e28069b45627f1,50e13ee63f086c2fe84229348bc91b5b,0.8545,3.15,0.96,4.88
7c44fb65297204f219665548fd056823,50e13ee63f086c2fe84229348bc91b5b,0.8517,2.25,0.96,4.88
3028c1fc0ba0a3a2a49258ff8cba5b9c,50e13ee63f086c2fe84229348bc91b5b,,2.19,1.0,
57c80548a7b50673edb9e427f1f7de8a,6c90661e6d2c7579f5ce337c3391dbb9,0.8384,1.62,0.96,4.88
34baa64ac2a5b2482ecefaf501fd9db0,6c90661e6d2c7579f5ce337c3391dbb9,0.9144,0.92,0.96,4.92
9fe63dce939890f56c46e6789c295649,50e13ee63f086c2fe84229348bc91b5b,0.8307,2.15,0.8,4.92
40a740c65922de102d84b6f1f0244e9a,6c90661e6d2c7579f5ce337c3391dbb9,0.868,1.18,1.0,4.92
66e1447a0d19ca0643ced5391e5fd711,6c90661e6d2c7579f5ce337c3391dbb9,0.9142,1.5,1.0,4.88
777665b54a744eaaa4d18a189c14983a,41dc7c9e385c4d2b6c1f7836973951bf,0.8123,1.88,1.0,5.0
140ffd020b51c2c9918344f72b58749b,50e13ee63f086c2fe84229348bc91b5b,0.8938,1.5,0.48,5.0
06f05efdd665f329476fc45a42440400,6c90661e6d2c7579f5ce337c3391dbb9,0.8421,1.62,0.92,4.88
8b3f77f5ec46ac1074f0b1d1036cef31,6c90661e6d2c7579f5ce337c3391dbb9,0.8823,1.41,0.88,4.84
0881361c9075b9c8dac5f6875e64bb3e,6c90661e6d2c7579f5ce337c3391dbb9,0.814,1.57,1.0,4.88
faf5ccd65b2f0917f3469bda5e5ba966,6c90661e6d2c7579f5ce337c3391dbb9,0.8957,1.38,1.0,5.0
7dc16dbf2901b9dbfbabcf156e949213,6c90661e6d2c7579f5ce337c3391dbb9,0.8694,1.03,0.92,4.64
32982935fb03838bdbe351029aa75327,50e13ee63f086c2fe84229348bc91b5b,0.8717,2.12,0.6,4.88
f30b007cb162c79e447b378f043bd03e,6c90661e6d2c7579f5ce337c3391dbb9,0.8648,1.09,0.96,4.88
d481386b48f09bae2bbf7564e6fee7a3,50e13ee63f086c2fe84229348bc91b5b,0.8846,1.61,0.833333333333333,4.71
e7bdc01e2add73db8e3b2c23ff8d7b1a,6c90661e6d2c7579f5ce337c3391dbb9,0.8677,1.57,0.96,4.92
a28fd761edde758c15d7d3b009e59127,6c90661e6d2c7579f5ce337c3391dbb9,0.8513,1.11,0.92,4.48
eb1216b1304da40b2c97c13ae6bbc587,50e13ee63f086c2fe84229348bc91b5b,0.8423,1.45,0.785714285714286,5.0
51a3d849ed910c916ec466dd8874e8a0,50e13ee63f086c2fe84229348bc91b5b,0.8736,2.43,0.68,4.96
312d87d5d62ee211f55876dd7fe3165d,6c90661e6d2c7579f5ce337c3391dbb9,0.8665,1.75,0.96,4.68
e8d8877c3ee964b8e22d9c590887f1b4,50e13ee63f086c2fe84229348bc91b5b,0.758,1.65,0.8,4.44
c6c214ff81d45e3aa1211ca3b103bdef,6c90661e6d2c7579f5ce337c3391dbb9,0.8429,0.89,1.0,4.96
e6dbaffeac6c1a49a0ee447d34ac67d3,50e13ee63f086c2fe84229348bc91b5b,0.9178,3.12,0.36,4.96
0f7beb4ccc33233ad7724a607f711a83,6c90661e6d2c7579f5ce337c3391dbb9,0.879,1.25,1.0,5.0
025c2ef46f513511ac0a293e476ff18b,6c90661e6d2c7579f5ce337c3391dbb9,0.8735,1.28,0.92,4.84
9142155b2c404cf6fa3d25db2053da03,41dc7c9e385c4d2b6c1f7836973951bf,0.8473,2.3,0.92,4.88
dae7360f948c28c28711619ccda7d721,41dc7c9e385c4d2b6c1f7836973951bf,0.84,2.33,0.96,5.0
0b8c33cb6a51fd20c997360fe78a9246,50e13ee63f086c2fe84229348bc91b5b,0.8679,2.63,0.8,4.8
0d44edfd1d6a3a0a508b91ee5f35eb60,6c90661e6d2c7579f5ce337c3391dbb9,0.8424,1.73,0.88,4.88
b038909a517fe6d77362a72bc532f4c9,41dc7c9e385c4d2b6c1f7836973951bf,0.8535,2.3,0.95,4.56
4571e6a8f74826edebdcb4145d0e8afc,50e13ee63f086c2fe84229348bc91b5b,0.8692,2.2,0.6,4.76
5c7e67033397fb5f5f9086c5cfb68a48,6c90661e6d2c7579f5ce337c3391dbb9,0.876,1.22,1.0,4.84
19b41afb8ce3b5b4e295de624b0aa6fb,bb29b8d0d196b5db5a5350e5e3ae2b1f,,2.19,,
3f6b594fc50f0ea408c51e097f99afd8,50e13ee63f086c2fe84229348bc91b5b,,2.19,,
f11112935e528ef069886fb55646bd8a,50e13ee63f086c2fe84229348bc91b5b,0.7975,2.02,0.55,4.89
b75f223318276cf55cf625e60a6fad46,6c90661e6d2c7579f5ce337c3391dbb9,0.8523,2.0,1.0,4.96
af3962ee4fa2a104e0323526c6ee744f,6c90661e6d2c7579f5ce337c3391dbb9,0.87,1.41,1.0,4.48
9589589c83fba2cf439f6ef8cb4842ed,6c90661e6d2c7579f5ce337c3391dbb9,0.8973,1.24,0.92,4.63
a5b97606d7c120b133204e011464f5ec,6c90661e6d2c7579f5ce337c3391dbb9,0.9012,1.85,0.92,4.8
4a18b0bc1d2d106fa71e656badd89bcf,6c90661e6d2c7579f5ce337c3391dbb9,0.8851,1.35,0.96,4.8
1d0dc68120296811db52042c3ed2d160,50e13ee63f086c2fe84229348bc91b5b,0.7857,2.0,0.736842105263158,5.0
0fe4df1ff473fbd602178bb7becc44ad,6c90661e6d2c7579f5ce337c3391dbb9,0.8784,1.17,0.92,4.76
15f43b05d6afac04d96154e66d027fe2,50e13ee63f086c2fe84229348bc91b5b,0.9487,1.43,0.8,5.0
42633ce03d6379d880150f99a6ef923c,6c90661e6d2c7579f5ce337c3391dbb9,0.8896,1.5,0.96,4.84
d0b3f6bf7e249e5ebb8d3129341773a2,41dc7c9e385c4d2b6c1f7836973951bf,0.8776,2.8,0.96,4.76
62fc7577822328c832ef7d43b4f62e63,50e13ee63f086c2fe84229348bc91b5b,0.8122,2.71,0.8,4.41
ce732e0dc6a5644781f052b4991475ef,6c90661e6d2c7579f5ce337c3391dbb9,0.8649,1.69,1.0,4.92
41ec99008ca2327cf27c2193be1c8367,6c90661e6d2c7579f5ce337c3391dbb9,0.8776,1.2,0.96,4.92
751f0f064ded97044e265388c27d118c,6c90661e6d2c7579f5ce337c3391dbb9,0.8971,1.27,0.96,4.96
9bd08c7476148c7c42477ac547cbcb39,6c90661e6d2c7579f5ce337c3391dbb9,0.8595,1.57,1.0,4.6
70dd746ffdfbde9158da4189d05669e9,6c90661e6d2c7579f5ce337c3391dbb9,0.8637,1.08,1.0,4.76
ff758d9d15c3b20b330dd9bfcb6c1c8c,6c90661e6d2c7579f5ce337c3391dbb9,0.8698,1.0,0.88,4.64
a8fee07357ed9bda93ce35aa5751c18b,50e13ee63f086c2fe84229348bc91b5b,0.8897,2.29,0.64,4.84
63133d2d12c58e452474ba4212e7cb70,41dc7c9e385c4d2b6c1f7836973951bf,0.7734,2.4,0.96,4.76
0702c18a0c97edcd2b1fee998051f580,6c90661e6d2c7579f5ce337c3391dbb9,0.901,1.59,0.96,4.88
61e4ad15c3ff928840ebd34407055b33,6c90661e6d2c7579f5ce337c3391dbb9,0.8946,1.82,1.0,4.84
4bf8bd78952f5674b1d02394cbcea17b,6c90661e6d2c7579f5ce337c3391dbb9,0.8908,1.0,1.0,4.68
39fb50af82e35b80a5030fee42db659a,50e13ee63f086c2fe84229348bc91b5b,0.8409,1.6,0.84,4.88
d9f3f42cc44eb21c1339d21704ce32c0,50e13ee63f086c2fe84229348bc91b5b,0.7895,3.77,0.826086956521739,4.79
29fd2439d31eb06ab3be338ba7a772cf,6c90661e6d2c7579f5ce337c3391dbb9,0.9036,1.33,0.96,4.8
cde4ebbb7ffdccd1b2e44277822998bd,6c90661e6d2c7579f5ce337c3391dbb9,0.8545,1.33,0.88,4.96
30d83c437d86989240742b94b3802934,6c90661e6d2c7579f5ce337c3391dbb9,0.9214,1.33,0.92,4.48
d457f3542c3e581d3ce1ead0d5c7a8d7,50e13ee63f086c2fe84229348bc91b5b,0.8506,1.5,0.8,4.92
b25ad5e17177b787bb9c76fbd9b7427d,50e13ee63f086c2fe84229348bc91b5b,0.8497,2.15,0.68,4.92
a3a1f5c6f68e71aa917dc4cc19a69a64,41dc7c9e385c4d2b6c1f7836973951bf,0.8645,2.18,0.88,4.76
dcb1ab8526b6d98d013619d4b80f6ccd,6c90661e6d2c7579f5ce337c3391dbb9,0.8842,2.0,0.88,4.92
29f7ccd36613855c5fef29f872e5e2e7,50e13ee63f086c2fe84229348bc91b5b,0.8696,3.33,0.681818181818182,5.0
2cd132751d30b9fac204d35c594d0772,6c90661e6d2c7579f5ce337c3391dbb9,0.8816,1.47,0.92,4.68
1236aeaa60141769d451038e9fa5baa2,6c90661e6d2c7579f5ce337c3391dbb9,0.8199,1.75,0.88,4.88
9322e287d34f4cf4ab14e4c319362f3c,6c90661e6d2c7579f5ce337c3391dbb9,0.8981,1.37,0.96,4.8
3cf2c527b7163e64b1de2a711489e9e2,41dc7c9e385c4d2b6c1f7836973951bf,0.788,2.41,0.96,4.88
1ad1bb5e2a66b622934a249c8c17ea10,6c90661e6d2c7579f5ce337c3391dbb9,0.868,1.56,0.96,4.8
d444ea260018ee44da5d4c838c23470b,6c90661e6d2c7579f5ce337c3391dbb9,0.887,1.28,0.92,4.76
1968a711a1d528af4aae162724719d35,6c90661e6d2c7579f5ce337c3391dbb9,0.8312,1.4,0.92,4.72
47487c2a47e9198d47ff71db5fb41d8c,6c90661e6d2c7579f5ce337c3391dbb9,0.8895,1.05,0.933333333333333,4.82
d201ea1ca25fa7aa1e80a2281c26e076,6c90661e6d2c7579f5ce337c3391dbb9,0.9647,1.0,0.96,4.36
ffc2cb64633520cc154b3611c18011fe,6c90661e6d2c7579f5ce337c3391dbb9,0.8716,1.42,0.92,4.88
75a533b94f8439b45d47bda59e172c14,6c90661e6d2c7579f5ce337c3391dbb9,0.8624,1.69,1.0,4.88
6cce2519d8735a5a0bc4ce1613bb108f,6c90661e6d2c7579f5ce337c3391dbb9,0.837,1.77,1.0,4.92
2b3e1b60ff9f95b5bf8f46834fae443a,6c90661e6d2c7579f5ce337c3391dbb9,0.8594,1.62,0.96,4.8
ce08566f8d0bffa0eed0508c3418bc76,50e13ee63f086c2fe84229348bc91b5b,0.8748,1.06,0.76,4.96
305555cf0f87d5ecf6516ddbe05fa660,50e13ee63f086c2fe84229348bc91b5b,0.8793,4.0,0.956521739130435,5.0
6009db2e3858bcb57f6c6fb244ef9802,bb29b8d0d196b5db5a5350e5e3ae2b1f,,2.19,0.9,5.0
1883a5249a89d0dd19e4ed93a5936157,6c90661e6d2c7579f5ce337c3391dbb9,0.8721,1.45,1.0,4.64
e29909db21f10e298aeb49731431ee6d,6c90661e6d2c7579f5ce337c3391dbb9,0.8267,1.32,0.92,4.84
b8c4841cd08246f5ec2f9c53d23406b7,50e13ee63f086c2fe84229348bc91b5b,0.8954,1.73,0.72,4.92
0048333b469a4c9b55dc656475343cc8,50e13ee63f086c2fe84229348bc91b5b,0.8949,2.4,0.72,5.0
2d5ff227f3ddce82543c9da72d7834b1,6c90661e6d2c7579f5ce337c3391dbb9,0.872,1.4,0.92,4.92
ecc8531d720d6efcece011048a811173,6c90661e6d2c7579f5ce337c3391dbb9,0.8881,1.5,0.96,4.8
91ec90f884fcf2875293381082f10e06,6c90661e6d2c7579f5ce337c3391dbb9,0.833,1.92,0.954545454545455,4.93
ec6cdc7a90ba48ba683c89f87d47deaa,6c90661e6d2c7579f5ce337c3391dbb9,0.8504,1.92,0.92,4.83
f4356fbe2bf01fbceeba4e7087370e26,6c90661e6d2c7579f5ce337c3391dbb9,0.8611,1.43,0.96,4.92
a5aa925011c6400ad43b48ab5e974c01,50e13ee63f086c2fe84229348bc91b5b,0.8975,1.43,0.84,4.8
570bc67d15c62392bf98a8482af9ea51,50e13ee63f086c2fe84229348bc91b5b,0.8627,1.78,0.68,4.92
ae287d0c10dea345652b2462d2182628,6c90661e6d2c7579f5ce337c3391dbb9,0.853,1.36,0.96,4.56
a943bda36dbc670a8e65ee12ea79d1f2,41dc7c9e385c4d2b6c1f7836973951bf,0.8357,1.79,0.92,4.64
0478b5a35e96d2676fd19a90a0104107,41dc7c9e385c4d2b6c1f7836973951bf,0.8541,1.98,1.0,4.84
adf24140b0caf88a0af0602e977c72a0,6c90661e6d2c7579f5ce337c3391dbb9,0.8777,1.76,0.88,4.8
7fd3d7fbf192d6cc6bbd6eb250434e1d,6c90661e6d2c7579f5ce337c3391dbb9,0.878,1.04,0.96,4.96
6d09985f05dd8bfd1c6f30aec48cd44d,6c90661e6d2c7579f5ce337c3391dbb9,0.8458,1.83,0.96,5.0
64e11ad8bc37b90e862279a8470d68c1,6c90661e6d2c7579f5ce337c3391dbb9,0.8404,1.62,0.96,4.76
30779cffb9bee4825685266e9915f7b2,50e13ee63f086c2fe84229348bc91b5b,0.902,1.83,0.56,4.88
367c12c015d66caea6b252c28bc87d86,6c90661e6d2c7579f5ce337c3391dbb9,0.8456,1.93,0.96,4.8
e5795c4099978e770a02f5c56ff35a79,6c90661e6d2c7579f5ce337c3391dbb9,0.8462,1.5,0.96,4.68
e8eaa7ab90d6ffe2474100103b723e96,50e13ee63f086c2fe84229348bc91b5b,0.8098,3.74,0.92,4.72
929df12bda6382ae2bcf3e203920928b,41dc7c9e385c4d2b6c1f7836973951bf,0.8546,2.33,0.96,5.0
4586d139cf2842a7c46cc401080e5f13,50e13ee63f086c2fe84229348bc91b5b,0.8676,1.29,0.8,4.56
e7faa3b97e83b43a2b74190041770853,6c90661e6d2c7579f5ce337c3391dbb9,0.8867,1.63,0.92,4.95
94b1b6ddb8a2ff05d3cf2abcce44566b,41dc7c9e385c4d2b6c1f7836973951bf,0.8519,1.92,0.88,4.92
0307ea71788afc60ae9d852bb00df283,6c90661e6d2c7579f5ce337c3391dbb9,0.8799,1.31,0.96,4.72
1f3eade8491b3cddbddc156697597255,6c90661e6d2c7579f5ce337c3391dbb9,0.8942,1.23,0.96,4.68
8c7e4e2a0363a2cb2eac9f6b2f07fd0f,6c90661e6d2c7579f5ce337c3391dbb9,0.8904,1.37,1.0,4.8
88bc296a8329962ffb525bef9c50604e,6c90661e6d2c7579f5ce337c3391dbb9,0.882,1.5,0.92,4.76
73bbc6ba8de2be3ef2e385aae8a81662,50e13ee63f086c2fe84229348bc91b5b,0.8966,3.2,0.96,4.68
0760bebf011a6329de92dbd68f9d2307,50e13ee63f086c2fe84229348bc91b5b,0.8986,3.67,0.76,4.68
1a654492fca1a18c00388f5971fef0fb,6c90661e6d2c7579f5ce337c3391dbb9,0.86,1.7,0.92,4.68
63ecbc1bcc0a070f93719245e258693e,50e13ee63f086c2fe84229348bc91b5b,0.7829,2.3,0.6,5.0
ff3f460a43e255bccdbcc5e3fae1e164,41dc7c9e385c4d2b6c1f7836973951bf,0.8472,2.19,0.92,4.96
a86d0fe1ac1d3877a6f54d407d8b7a5c,50e13ee63f086c2fe84229348bc91b5b,0.8508,3.17,1.0,4.88
d84b42c699dbc315a5c4811d7cc211b8,50e13ee63f086c2fe84229348bc91b5b,0.8175,2.47,0.84,4.8
21524ea0c970164c553915d76591e258,41dc7c9e385c4d2b6c1f7836973951bf,0.7811,1.38,0.88,5.0
9684b7e5123718b92bf356e388704393,50e13ee63f086c2fe84229348bc91b5b,,2.19,0.5,
